epoch,epoch,test_epoch,test_test_acc_new,test_test_acc_old,test_test_accuracy,test_test_co2,test_test_co2_cum,test_test_co2_train_cum,test_test_f1,test_test_precision,test_test_recall,train_ce_loss,train_co2,train_co2_cum,train_f1,train_kd_loss,train_loss,train_precision,train_recall
0,0,0,37.0,,37.0,8.370038488561384e-06,8.370038488561384e-06,1.5807959001000837e-05,0.3711544185476491,0.40659815085486617,0.37,1.8085093021392822,1.5807959001000837e-05,1.5807959001000837e-05,0.4637435316255963,0.0,1.8085093021392822,0.4657214084905747,0.46399999999999997
1,1,1,36.1,,36.1,2.932554089469061e-05,3.7695579383252e-05,5.599049666962421e-05,0.3622611474351027,0.402721792836328,0.361,1.3695310354232788,4.018253766862337e-05,5.599049666962421e-05,0.5900153143797908,0.0,1.3695310354232788,0.5921841416312155,0.5896
2,2,2,36.4,,36.4,5.052567119991823e-05,8.822125058317023e-05,0.00011738363477109083,0.36168272111680244,0.3995567828253764,0.364,1.2713316261768342,6.139313810146662e-05,0.00011738363477109083,0.6260897377431944,0.0,1.2713316261768342,0.6268488333021481,0.6258
3,3,3,36.9,,36.9,7.17562385744623e-05,0.00015997748915763253,0.00019998318407449066,0.36762333449700885,0.40885555229197956,0.36900000000000005,1.197909766435623,8.259954930339983e-05,0.00019998318407449066,0.6390044696129749,0.0,1.197909766435623,0.639579773859827,0.639
4,4,4,36.3,,36.3,9.258447713549468e-05,0.0002525619662931272,0.00030343869881311616,0.3631894356397653,0.40037974146864774,0.363,1.1586032271385194,0.0001034555147386255,0.00030343869881311616,0.6561235424966776,0.0,1.1586032271385194,0.6569354998645297,0.6557999999999999
5,5,5,35.8,,35.8,0.00011379674361964331,0.0003663587099127705,0.00042812049619629395,0.3594429934471575,0.4001726130557938,0.358,1.1087777078151704,0.0001246817973831778,0.00042812049619629395,0.6624054253379246,0.0,1.1087777078151704,0.6627198918854502,0.6624
6,6,6,36.6,,36.6,0.0001347267261777367,0.0005010854360905072,0.0005736810334333443,0.36411414920689494,0.4033991290530622,0.366,1.093826997280121,0.00014556053723705037,0.0005736810334333443,0.6694437201334631,0.0,1.093826997280121,0.6696596806946591,0.6698
7,7,7,35.9,,35.9,0.00015599541628704092,0.0006570808523775481,0.00074049778552223,0.3589375730804228,0.3999114169450508,0.359,1.0650504738092423,0.0001668167520888856,0.00074049778552223,0.6804985444038353,0.0,1.0650504738092423,0.68023561453878,0.6814
8,8,8,35.9,,35.9,0.00017694259563168766,0.0008340234480092358,0.0009282798612610817,0.35766019873106336,0.39475996377550004,0.359,1.0575944542884828,0.00018778207573885174,0.0009282798612610817,0.6802370572513323,0.0,1.0575944542884828,0.6808967232287377,0.6801999999999999
9,9,9,35.6,,35.6,0.00019824816939938467,0.0010322716174086205,0.0011373290148035886,0.3575677494376744,0.39817448558184054,0.356,1.0302173674106598,0.00020904915354250675,0.0011373290148035886,0.6855304565527476,0.0,1.0302173674106598,0.6861983975407319,0.6853999999999999
10,10,10,36.6,,36.6,0.00021918617450104286,0.0012514577919096634,0.001367304627015317,0.36574292965345745,0.4134811594032922,0.366,1.0387711644172668,0.00022997561221172835,0.001367304627015317,0.6965223791675382,0.0,1.0387711644172668,0.6967107471888425,0.6965999999999999
11,11,11,36.4,,36.4,0.00024049571035567754,0.001491953502265341,0.0016186255459404546,0.3644704822118418,0.4036302258494585,0.364,1.008852991461754,0.00025132091892513756,0.0016186255459404546,0.6982784685951376,0.0,1.008852991461754,0.6988199534508928,0.6982
12,12,12,35.6,,35.6,0.00026137527952811506,0.001753328781793456,0.0018908234897686894,0.3565942324195056,0.39351235868917794,0.356,0.982560807466507,0.00027219794382823476,0.0018908234897686894,0.6974519713494526,0.0,0.982560807466507,0.6971566874918855,0.6982
13,13,13,36.1,,36.1,0.00028263268652844504,0.002035961468321901,0.0021842853018379585,0.3604268456795531,0.40671424996706884,0.361,0.9732925355434418,0.0002934618120692689,0.0021842853018379585,0.7054733314824689,0.0,0.9732925355434418,0.7061193175734428,0.7058
14,14,14,36.4,,36.4,0.00030411556036929175,0.002340077028691193,0.00249865431494774,0.3649253108704798,0.4035933104518853,0.364,0.976713752746582,0.0003143690131097818,0.00249865431494774,0.7075362769211953,0.0,0.976713752746582,0.7082583137646388,0.7072
15,15,15,36.5,,36.5,0.00032539578312821773,0.0026654728118194106,0.0028348517375518857,0.36407587334529723,0.40947814021184586,0.365,0.9680264532566071,0.0003361974226041454,0.0028348517375518857,0.7082549815608103,0.0,0.9680264532566071,0.7092661058271041,0.7078
16,16,16,36.9,,36.9,0.0003462787128532172,0.003011751524672628,0.0031919392927682727,0.36726881638249564,0.4056387582522252,0.369,0.959822365641594,0.000357087555216387,0.0031919392927682727,0.7177858022579264,0.0,0.959822365641594,0.7180285638054369,0.7180000000000001
17,17,17,36.2,,36.2,0.0003675813351348281,0.003379332859807456,0.0035703355482600858,0.3598416406659189,0.3938238168981294,0.362,0.953960657119751,0.00037839625549181295,0.0035703355482600858,0.7102954528610087,0.0,0.953960657119751,0.7110426608781144,0.71
18,18,18,35.6,,35.6,0.0003885882448134782,0.003767921104620934,0.003969725861747024,0.3553530486856275,0.39563964999552226,0.356,0.9232529729604722,0.0003993903134869378,0.003969725861747024,0.713295692070945,0.0,0.9232529729604722,0.7132084582970057,0.7136
19,19,19,36.6,,36.6,0.00040993957400185696,0.004177860678622791,0.004390465386507411,0.36584141891132543,0.4019973899831351,0.366,0.9530748784542084,0.0004207395247603871,0.004390465386507411,0.7118763425163206,0.0,0.9530748784542084,0.7113946926541228,0.7128
20,20,20,36.2,,36.2,0.0004308634679755707,0.004608724146598362,0.004832168498039245,0.3595336942173669,0.39687214901700135,0.362,0.931215626001358,0.00044170311153183384,0.004832168498039245,0.7141419430552083,0.0,0.931215626001358,0.7147032035746573,0.7142
