epoch,epoch,test_epoch,test_test_acc_new,test_test_acc_old,test_test_accuracy,test_test_co2,test_test_co2_cum,test_test_co2_train_cum,test_test_f1,test_test_precision,test_test_recall,train_ce_loss,train_co2,train_co2_cum,train_f1,train_kd_loss,train_loss,train_precision,train_recall
0,0,0,37.0,,37.0,8.436117293613926e-06,8.436117293613926e-06,1.595761213031089e-05,0.3711544185476491,0.40659815085486617,0.37,1.8085093021392822,1.595761213031089e-05,1.595761213031089e-05,0.4637435316255963,0.0,1.8085093021392822,0.4657214084905747,0.46399999999999997
1,1,1,36.1,,36.1,2.9663806439401325e-05,3.809992373301525e-05,5.65251098290641e-05,0.3622611474351027,0.402721792836328,0.361,1.3695310354232788,4.056749769875321e-05,5.65251098290641e-05,0.5900153143797908,0.0,1.3695310354232788,0.5921841416312155,0.5896
2,2,2,36.4,,36.4,5.138261689688775e-05,8.948254062990301e-05,0.00011883010410266126,0.36168272111680244,0.3995567828253764,0.364,1.2713316261768342,6.230499427359716e-05,0.00011883010410266126,0.6260897377431944,0.0,1.2713316261768342,0.6268488333021481,0.6258
3,3,3,36.9,,36.9,7.309414121401738e-05,0.0001625766818439204,0.00020282570908726236,0.36762333449700885,0.40885555229197956,0.36900000000000005,1.197909766435623,8.39956049846011e-05,0.00020282570908726236,0.6390044696129749,0.0,1.197909766435623,0.639579773859827,0.639
4,4,4,36.3,,36.3,9.469649623411729e-05,0.0002572731780780377,0.00030838934744455734,0.3631894356397653,0.40037974146864774,0.363,1.1586032271385194,0.00010556363835729498,0.00030838934744455734,0.6561235424966776,0.0,1.1586032271385194,0.6569354998645297,0.6557999999999999
5,5,5,35.8,,35.8,0.00011643508070148651,0.0003737082587795242,0.0004357068929561348,0.3594429934471575,0.4001726130557938,0.358,1.1087777078151704,0.00012731754551157748,0.0004357068929561348,0.6624054253379246,0.0,1.1087777078151704,0.6627198918854502,0.6624
6,6,6,36.6,,36.6,0.00013810837729302862,0.0005118166360725528,0.0005847652545705416,0.36411414920689494,0.4033991290530622,0.366,1.093826997280121,0.0001490583616144068,0.0005847652545705416,0.6694437201334631,0.0,1.093826997280121,0.6696596806946591,0.6698
7,7,7,35.9,,35.9,0.00015931436941259898,0.0006711310054851518,0.0007549710980267476,0.3589375730804228,0.3999114169450508,0.359,1.0650504738092423,0.00017020584345620607,0.0007549710980267476,0.6804985444038353,0.0,1.0650504738092423,0.68023561453878,0.6814
8,8,8,35.9,,35.9,0.00018093078015228662,0.0008520617856374384,0.00094683625614026,0.35766019873106336,0.39475996377550004,0.359,1.0575944542884828,0.0001918651581135124,0.00094683625614026,0.6802370572513323,0.0,1.0575944542884828,0.6808967232287377,0.6801999999999999
9,9,9,35.6,,35.6,0.00020264803615846694,0.0010547098217959054,0.0011603885397917354,0.3575677494376744,0.39817448558184054,0.356,1.0302173674106598,0.00021355228365147537,0.0011603885397917354,0.6855304565527476,0.0,1.0302173674106598,0.6861983975407319,0.6853999999999999
10,10,10,36.6,,36.6,0.00022439539012900927,0.0012791052119249147,0.0013953224988027427,0.36574292965345745,0.4134811594032922,0.366,1.0387711644172668,0.00023493395901100713,0.0013953224988027427,0.6965223791675382,0.0,1.0387711644172668,0.6967107471888425,0.6965999999999999
11,11,11,36.4,,36.4,0.0002456645947067656,0.0015247698066316803,0.0016519304698395356,0.3644704822118418,0.4036302258494585,0.364,1.008852991461754,0.0002566079710367929,0.0016519304698395356,0.6982784685951376,0.0,1.008852991461754,0.6988199534508928,0.6982
