epoch,epoch,test_epoch,test_test_acc_new,test_test_acc_old,test_test_accuracy,test_test_co2,test_test_co2_cum,test_test_co2_train_cum,test_test_f1,test_test_precision,test_test_recall,train_ce_loss,train_co2,train_co2_cum,train_f1,train_kd_loss,train_loss,train_precision,train_recall
0,0,0,56.4,,56.4,8.393542475417906e-06,8.393542475417906e-06,3.1876414512507934e-05,0.5634750087849891,0.609512746506206,0.5640000000000001,1.2299931913614273,3.1876414512507934e-05,3.1876414512507934e-05,0.8756512119884933,0.0,1.2299931913614273,0.8766615579747186,0.8754
1,1,1,56.4,,56.4,4.0101737982041824e-05,4.849528045745973e-05,9.888352264684008e-05,0.5531770811849486,0.5848820325697228,0.564,0.4184311479330063,6.700710813433215e-05,9.888352264684008e-05,0.9756475879121556,0.0,0.4184311479330063,0.9757551715411426,0.9756
2,2,2,60.4,,60.4,7.191365059025035e-05,0.00012040893104771008,0.0001973505262256922,0.5951294439330154,0.6281547691116482,0.6039999999999999,0.1633908674120903,9.846700357885213e-05,0.0001973505262256922,0.9960043369605293,0.0,0.1633908674120903,0.9960224264514345,0.9960000000000001
3,3,3,59.5,,59.5,0.00010327572957607377,0.00022368466062378385,0.00032754743968302954,0.5846187709658405,0.6288651973391666,0.5950000000000001,0.05468186168000102,0.00013019691345733734,0.00032754743968302954,0.9993999995999996,0.0,0.05468186168000102,0.9994007984031935,0.9994
4,4,4,61.3,,61.3,0.00013512756428439712,0.00035881222490818097,0.0004895046311562455,0.6043763233873499,0.6426795538183429,0.6130000000000001,0.025226035760715602,0.00016195719147321603,0.0004895046311562455,0.9997999997999998,0.0,0.025226035760715602,0.9998003992015967,0.9997999999999999
5,5,5,59.2,,59.2,0.00016705258822959155,0.0005258648131377725,0.0006834313342290297,0.5774895281667931,0.6166948663685784,0.592,0.01160620292648673,0.00019392670307278424,0.0006834313342290297,1.0,0.0,0.01160620292648673,1.0,1.0
6,6,6,60.4,,60.4,0.00019858660417822058,0.000724451417315993,0.0009088567108339798,0.5905185956121388,0.6453388176060825,0.6040000000000001,0.00966062736697495,0.0002254253766049501,0.0009088567108339798,1.0,0.0,0.00966062736697495,1.0,1.0
7,7,7,61.3,,61.3,0.00023050354397775093,0.000954954961293744,0.0011661643794469044,0.5956833084978705,0.64350429168944,0.6129999999999999,0.011497379245702178,0.00025730766861292465,0.0011661643794469044,1.0,0.0,0.011497379245702178,1.0,1.0
8,8,8,62.3,,62.3,0.0002624581677117443,0.0012174131290054882,0.0014554620352291382,0.613016013065171,0.6543197919575934,0.623,0.007098719500936568,0.00028929765578223385,0.0014554620352291382,1.0,0.0,0.007098719500936568,1.0,1.0
9,9,9,60.9,,60.9,0.0002940244772409074,0.0015114376062463956,0.0017763530598588844,0.5999254758280294,0.6504908966812596,0.6090000000000001,0.006841447169426829,0.0003208910246297461,0.0017763530598588844,1.0,0.0,0.006841447169426829,1.0,1.0
10,10,10,61.2,,61.2,0.00032602501065486325,0.0018374626169012588,0.0021291927365698097,0.5984408615240364,0.6497219922578639,0.612,0.003618151496630162,0.0003528396767109251,0.0021291927365698097,1.0,0.0,0.003618151496630162,1.0,1.0
11,11,11,60.6,,60.6,0.0003579711305891805,0.0021954337474904394,0.002514022157962904,0.5908464902460235,0.6433343630107986,0.6060000000000001,0.005857984797330573,0.00038482942139309424,0.002514022157962904,1.0,0.0,0.005857984797330573,1.0,1.0
12,12,12,62.0,,62.0,0.0003895871129839073,0.0025850208604743467,0.0029304239013648527,0.6052292679881294,0.650995393531611,0.6199999999999999,0.008165581303182989,0.0004164017434019486,0.0029304239013648527,1.0,0.0,0.008165581303182989,1.0,1.0
13,13,13,61.7,,61.7,0.00042154616982985506,0.0030065670303042018,0.003378822464105029,0.6021285729892764,0.645245563140017,0.617,0.004160565236816183,0.0004483985627401759,0.003378822464105029,1.0,0.0,0.004160565236816183,1.0,1.0
14,14,14,60.9,,60.9,0.0004534991453780232,0.003460066175682225,0.003859158055104218,0.5935129411589687,0.6432768618649685,0.609,0.0015720911382231862,0.0004803355909991895,0.003859158055104218,1.0,0.0,0.0015720911382231862,1.0,1.0
15,15,15,62.2,,62.2,0.0004854769793113752,0.0039455431549936006,0.004371475307817238,0.610227226628123,0.6584137192812947,0.622,0.0015576893114484847,0.0005123172527130201,0.004371475307817238,1.0,0.0,0.0015576893114484847,1.0,1.0
16,16,16,62.1,,62.1,0.00051765566747482,0.0044631988224684204,0.004915443584491011,0.6082941889544162,0.661393875048999,0.6209999999999999,0.00258338653948158,0.0005439682766737729,0.004915443584491011,1.0,0.0,0.00258338653948158,1.0,1.0
17,17,17,61.8,,61.8,0.0005497422402886981,0.005012941062757119,0.005491968650773461,0.6063903989367523,0.6543672158685702,0.618,0.0017100480297813192,0.0005765250662824497,0.005491968650773461,1.0,0.0,0.0017100480297813192,1.0,1.0
18,18,18,62.1,,62.1,0.0005814814725191193,0.005594422535276238,0.006100266979943121,0.6077925033171668,0.6555922146931757,0.621,0.001711680309381336,0.0006082983291696594,0.006100266979943121,1.0,0.0,0.001711680309381336,1.0,1.0
19,19,19,62.2,,62.2,0.0006134518592898526,0.006207874394566091,0.006740566864168964,0.6123906275928264,0.660285197315933,0.6220000000000001,0.0014853022250463255,0.0006402998842258435,0.006740566864168964,1.0,0.0,0.0014853022250463255,1.0,1.0
