epoch,epoch,test_epoch,test_test_acc_new,test_test_acc_old,test_test_accuracy,test_test_co2,test_test_co2_cum,test_test_co2_train_cum,test_test_f1,test_test_precision,test_test_recall,train_ce_loss,train_co2,train_co2_cum,train_f1,train_kd_loss,train_loss,train_precision,train_recall
0,0,0,37.0,,37.0,8.603431803590993e-06,8.603431803590993e-06,1.6529058572496842e-05,0.3711544185476491,0.40659815085486617,0.37,1.8085093021392822,1.6529058572496842e-05,1.6529058572496842e-05,0.4637435316255963,0.0,1.8085093021392822,0.4657214084905747,0.46399999999999997
1,1,1,36.1,,36.1,3.050184131712999e-05,3.9105273120720985e-05,5.845423847692867e-05,0.3622611474351027,0.402721792836328,0.361,1.3695310354232788,4.192517990443182e-05,5.845423847692867e-05,0.5900153143797908,0.0,1.3695310354232788,0.5921841416312155,0.5896
2,2,2,36.4,,36.4,5.230865618034053e-05,9.141392930106152e-05,0.00012218197352571335,0.36168272111680244,0.3995567828253764,0.364,1.2713316261768342,6.372773504878469e-05,0.00012218197352571335,0.6260897377431944,0.0,1.2713316261768342,0.6268488333021481,0.6258
3,3,3,36.9,,36.9,7.424582334713052e-05,0.00016565975264819206,0.0002077985156433035,0.36762333449700885,0.40885555229197956,0.36900000000000005,1.197909766435623,8.561654211759016e-05,0.0002077985156433035,0.6390044696129749,0.0,1.197909766435623,0.639579773859827,0.639
4,4,4,36.3,,36.3,9.603526223978899e-05,0.00026169501488798103,0.000315267068347225,0.3631894356397653,0.40037974146864774,0.363,1.1586032271385194,0.00010746855270392151,0.000315267068347225,0.6561235424966776,0.0,1.1586032271385194,0.6569354998645297,0.6557999999999999
5,5,5,35.8,,35.8,0.00011749043887178624,0.00037918545375976726,0.00044419520336436917,0.3594429934471575,0.4001726130557938,0.358,1.1087777078151704,0.00012892813501714414,0.00044419520336436917,0.6624054253379246,0.0,1.1087777078151704,0.6627198918854502,0.6624
6,6,6,36.6,,36.6,0.00013935849023083899,0.0005185439439906063,0.0005949641136997602,0.36411414920689494,0.4033991290530622,0.366,1.093826997280121,0.00015076891033539107,0.0005949641136997602,0.6694437201334631,0.0,1.093826997280121,0.6696596806946591,0.6698
7,7,7,35.9,,35.9,0.000161141065426254,0.0006796850094168603,0.0007675261394072624,0.3589375730804228,0.3999114169450508,0.359,1.0650504738092423,0.00017256202570750206,0.0007675261394072624,0.6804985444038353,0.0,1.0650504738092423,0.68023561453878,0.6814
8,8,8,35.9,,35.9,0.00018257852785316618,0.0008622635372700265,0.0009615189476316854,0.35766019873106336,0.39475996377550004,0.359,1.0575944542884828,0.00019399280822442305,0.0009615189476316854,0.6802370572513323,0.0,1.0575944542884828,0.6808967232287377,0.6801999999999999
9,9,9,35.6,,35.6,0.00020429701981816288,0.0010665605570881894,0.001177248080692921,0.3575677494376744,0.39817448558184054,0.356,1.0302173674106598,0.0002157291330612355,0.001177248080692921,0.6855304565527476,0.0,1.0302173674106598,0.6861983975407319,0.6853999999999999
10,10,10,36.6,,36.6,0.0002257178856332058,0.0012922784427213951,0.0014144243117479702,0.36574292965345745,0.4134811594032922,0.366,1.0387711644172668,0.00023717623105504925,0.0014144243117479702,0.6965223791675382,0.0,1.0387711644172668,0.6967107471888425,0.6965999999999999
11,11,11,36.4,,36.4,0.0002474895305982552,0.0015397679733196504,0.0016733462881739207,0.3644704822118418,0.4036302258494585,0.364,1.008852991461754,0.0002589219764259506,0.0016733462881739207,0.6982784685951376,0.0,1.008852991461754,0.6988199534508928,0.6982
12,12,12,35.6,,35.6,0.0002693229869493743,0.0018090909602690246,0.001953712918666227,0.3565942324195056,0.39351235868917794,0.356,0.982560807466507,0.00028036663049230614,0.001953712918666227,0.6974519713494526,0.0,0.982560807466507,0.6971566874918855,0.6982
13,13,13,36.1,,36.1,0.00029080150618014856,0.002099892466449173,0.002255964408810055,0.3604268456795531,0.40671424996706884,0.361,0.9732925355434418,0.00030225149014382783,0.002255964408810055,0.7054733314824689,0.0,0.9732925355434418,0.7061193175734428,0.7058
14,14,14,36.4,,36.4,0.0003125448925251845,0.0024124373589743575,0.002579917928492813,0.3649253108704798,0.4035933104518853,0.364,0.976713752746582,0.0003239535196827584,0.002579917928492813,0.7075362769211953,0.0,0.976713752746582,0.7082583137646388,0.7072
